Data e Hora de Execução: 13-07-2024-17-27-57
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.002247,0.001341,0.005780,0.003244,0.001014,0.010224,0.002283,0.001365,0.001045,0.003270,0.002183,0.010231,0.002259,0.001345,0.005690,0.003237,0.004045,0.010225,
100000,0.022853,0.013495,0.057167,0.032102,0.010039,0.101524,0.022967,0.013519,0.010348,0.032732,0.021879,0.102553,0.022623,0.014000,0.057811,0.032552,0.041689,0.102057,
500000,0.130608,0.067994,0.286985,0.159572,0.050742,0.511399,0.133143,0.067274,0.053034,0.164523,0.111515,0.512384,0.129787,0.068075,0.291232,0.168243,0.205388,0.515658,
1000000,0.237005,0.126101,0.572026,0.327015,0.101118,1.020562,0.233314,0.136388,0.105313,0.325480,0.211550,0.990665,0.228741,0.136044,0.586910,0.332905,0.416918,1.001934,
Tempo Total,115.004738
Tempo Medio Total,0.159729
